1-Jan-00,12551.5
2-Jan-00,13377.04167
3-Jan-00,15300.625
4-Jan-00,15582.75
5-Jan-00,15691.75
6-Jan-00,15705.83333
7-Jan-00,14140.125
8-Jan-00,11503.29167
9-Jan-00,11467.83333
10-Jan-00,12290.79167
11-Jan-00,14943.16667
12-Jan-00,15675.375
13-Jan-00,15881.91667
14-Jan-00,15857.83333
15-Jan-00,15387.125
16-Jan-00,14168.75
17-Jan-00,15693.83333
18-Jan-00,15796.54167
19-Jan-00,15836.20833
20-Jan-00,15770
21-Jan-00,15745.29167
22-Jan-00,14968.66667
23-Jan-00,13762.20833
24-Jan-00,15178.54167
25-Jan-00,15745.66667
26-Jan-00,15609.41667
27-Jan-00,15219.83333
28-Jan-00,15083.33333
29-Jan-00,14681.70833
30-Jan-00,13933.75
31-Jan-00,15140.04167
1-Feb-00,15500.95833
2-Feb-00,15316.29167
3-Feb-00,15445.125
4-Feb-00,15617.45833
5-Feb-00,15180.66667
6-Feb-00,15028.58333
7-Feb-00,15073.875
8-Feb-00,15369.75
9-Feb-00,15431.95833
10-Feb-00,15530.66667
11-Feb-00,15504.45833
12-Feb-00,15130.45833
13-Feb-00,13992.79167
14-Feb-00,15242.45833
15-Feb-00,15926.25
16-Feb-00,15845.79167
17-Feb-00,15776.45833
18-Feb-00,15526.125
19-Feb-00,15090.16667
20-Feb-00,13894.04167
21-Feb-00,15392.25
22-Feb-00,15866.16667
23-Feb-00,16014.16667
24-Feb-00,16112.66667
25-Feb-00,15945.45833
26-Feb-00,15706.33333
27-Feb-00,14494.41667
28-Feb-00,15828.83333
29-Feb-00,16155.75
1-Mar-00,16080.95833
2-Mar-00,15838.25
3-Mar-00,15827.04167
4-Mar-00,15384.79167
5-Mar-00,14153.66667
6-Mar-00,15647.95833
7-Mar-00,15765.125
8-Mar-00,15682.20833
9-Mar-00,15683.79167
10-Mar-00,15578.16667
11-Mar-00,15205.95833
12-Mar-00,13996.25
13-Mar-00,14686.95833
14-Mar-00,14729.75
15-Mar-00,13280.75
16-Mar-00,13278
17-Mar-00,11120.125
18-Mar-00,11387.83333
19-Mar-00,12374.70833
20-Mar-00,14966.91667
21-Mar-00,15616.375
22-Mar-00,15729.04167
23-Mar-00,15689.375
24-Mar-00,15464.33333
25-Mar-00,14807.54167
26-Mar-00,13295.08333
27-Mar-00,14425.04167
28-Mar-00,14244.625
29-Mar-00,14069.625
30-Mar-00,13916.41667
31-Mar-00,13768.16667
1-Apr-00,13167.58333
2-Apr-00,11833.54167
3-Apr-00,13013.54167
4-Apr-00,13194.125
5-Apr-00,12731.29167
6-Apr-00,13099.91667
7-Apr-00,13613.95833
8-Apr-00,13831.875
9-Apr-00,12736.16667
10-Apr-00,14042.33333
11-Apr-00,14609.5
12-Apr-00,14319.375
13-Apr-00,14296.58333
14-Apr-00,13960.83333
15-Apr-00,13408.33333
16-Apr-00,11903.66667
17-Apr-00,13244.66667
18-Apr-00,13655.91667
19-Apr-00,13627.58333
20-Apr-00,13989.625
21-Apr-00,14186.45833
22-Apr-00,13614.33333
23-Apr-00,12131.45833
24-Apr-00,13596.45833
25-Apr-00,13709.79167
26-Apr-00,13674.625
27-Apr-00,13883.83333
28-Apr-00,13827.08333
29-Apr-00,13386.20833
30-Apr-00,11930.83333
1-May-00,13177.375
2-May-00,13487.625
3-May-00,13827.95833
4-May-00,13924.25
5-May-00,13967.08333
6-May-00,13437.41667
7-May-00,11996.5
8-May-00,13375.875
9-May-00,13571.5
10-May-00,13610.91667
11-May-00,13595.66667
12-May-00,13594.125
13-May-00,13178.25
14-May-00,11809.08333
15-May-00,13393.54167
16-May-00,13648.33333
17-May-00,13592.91667
18-May-00,13610.375
19-May-00,12803.25
20-May-00,12428.04167
21-May-00,11685.91667
22-May-00,13290.08333
23-May-00,13795.54167
24-May-00,13702.875
25-May-00,13790.79167
26-May-00,13655.625
27-May-00,13277.08333
28-May-00,11845.54167
29-May-00,13322.83333
30-May-00,13586.75
31-May-00,13595.125
1-Jun-00,13741.79167
2-Jun-00,13526.54167
3-Jun-00,13082.95833
4-Jun-00,11742.91667
5-Jun-00,13159.79167
6-Jun-00,13593.33333
7-Jun-00,13694.5
8-Jun-00,13807.375
9-Jun-00,13950
10-Jun-00,13446.75
11-Jun-00,12009.45833
12-Jun-00,13518.875
13-Jun-00,14019.45833
14-Jun-00,14072.91667
15-Jun-00,14269.54167
16-Jun-00,14312.41667
17-Jun-00,13762.41667
18-Jun-00,11955.33333
19-Jun-00,13529.25
20-Jun-00,13954.08333
21-Jun-00,14061.16667
22-Jun-00,14188.41667
23-Jun-00,14318.16667
24-Jun-00,13918.25
25-Jun-00,12457.5
26-Jun-00,14266.79167
27-Jun-00,14644.29167
28-Jun-00,14535.66667
29-Jun-00,14645.75
30-Jun-00,14573.45833
1-Jul-00,14125.25
2-Jul-00,12604.75
3-Jul-00,14432.95833
4-Jul-00,14949.70833
5-Jul-00,15162.91667
6-Jul-00,15460.83333
7-Jul-00,15423.54167
8-Jul-00,14809.375
9-Jul-00,13108.95833
10-Jul-00,14982.75
11-Jul-00,15460.04167
12-Jul-00,15560.70833
13-Jul-00,15387.33333
14-Jul-00,15318.29167
15-Jul-00,14734.5
16-Jul-00,13224.125
17-Jul-00,14980.5
18-Jul-00,15299.66667
19-Jul-00,15309.04167
20-Jul-00,15169.45833
21-Jul-00,15108.45833
22-Jul-00,14473.5
23-Jul-00,12997.70833
24-Jul-00,14812.58333
25-Jul-00,15297.5
26-Jul-00,15468.125
27-Jul-00,15720.75
28-Jul-00,15758.33333
29-Jul-00,15177.04167
30-Jul-00,13712.125
31-Jul-00,15326.54167
1-Aug-00,15276.33333
2-Aug-00,15033.875
3-Aug-00,15064.41667
4-Aug-00,15017.375
5-Aug-00,14519.70833
6-Aug-00,13218.25
7-Aug-00,15024.83333
8-Aug-00,15454.20833
9-Aug-00,15554.95833
10-Aug-00,15528.75
11-Aug-00,15430.83333
12-Aug-00,14713.54167
13-Aug-00,13251.83333
14-Aug-00,15020.25
15-Aug-00,15403.79167
16-Aug-00,15366.875
17-Aug-00,15413.70833
18-Aug-00,15316.45833
19-Aug-00,14791.58333
20-Aug-00,13256.70833
21-Aug-00,15101.70833
22-Aug-00,15572.375
23-Aug-00,15588.625
24-Aug-00,15494.29167
25-Aug-00,15346.58333
26-Aug-00,14403
27-Aug-00,12740.5
28-Aug-00,14350.45833
29-Aug-00,14705.16667
30-Aug-00,13824.08333
31-Aug-00,14575.95833
1-Sep-00,14625.54167
2-Sep-00,14220.75
3-Sep-00,12795.79167
4-Sep-00,14629.45833
5-Sep-00,15127.70833
6-Sep-00,14708.45833
7-Sep-00,14635.45833
8-Sep-00,14513.20833
9-Sep-00,14091.20833
10-Sep-00,12606.33333
11-Sep-00,14164.66667
12-Sep-00,14685.41667
13-Sep-00,14571.875
14-Sep-00,14668.375
15-Sep-00,14609.41667
16-Sep-00,14119.875
17-Sep-00,12353.75
18-Sep-00,14026.83333
19-Sep-00,14450.375
20-Sep-00,14671.58333
21-Sep-00,14654.45833
22-Sep-00,14667.75
23-Sep-00,14280.5
24-Sep-00,12606.20833
25-Sep-00,13995.16667
26-Sep-00,14344.91667
27-Sep-00,14371.95833
28-Sep-00,14397
29-Sep-00,14160.5
30-Sep-00,13774.625
1-Oct-00,12427.16667
2-Oct-00,13827.41667
3-Oct-00,14283.125
4-Oct-00,14175.875
5-Oct-00,14384.20833
6-Oct-00,14183.29167
7-Oct-00,13663.95833
8-Oct-00,12192.16667
9-Oct-00,13601.625
10-Oct-00,13942.08333
11-Oct-00,13933.33333
12-Oct-00,14047.16667
13-Oct-00,14100.83333
14-Oct-00,13768.125
15-Oct-00,12435.66667
16-Oct-00,13792.875
17-Oct-00,14209.58333
18-Oct-00,14275.66667
19-Oct-00,14452.45833
20-Oct-00,14627.75
21-Oct-00,14287.45833
22-Oct-00,12643.375
23-Oct-00,14694.91667
24-Oct-00,15235.83333
25-Oct-00,15009.83333
26-Oct-00,14976.79167
27-Oct-00,14762.25
28-Oct-00,14358.41667
29-Oct-00,12840.95833
30-Oct-00,14633.29167
31-Oct-00,14961.75
1-Nov-00,14765.75
2-Nov-00,14796.54167
3-Nov-00,14702.29167
4-Nov-00,14159.33333
5-Nov-00,12850.33333
6-Nov-00,14237.04167
7-Nov-00,14621.25
8-Nov-00,14457.08333
9-Nov-00,14555.25
10-Nov-00,14437.83333
11-Nov-00,14047.16667
12-Nov-00,13075.58333
13-Nov-00,14537.41667
14-Nov-00,15015.70833
15-Nov-00,15134.75
16-Nov-00,14941.29167
